label,result,vertices,edges,runtime
17707,sat,9,10,"0.32738180000001194
"
17708,sat,9,9,"0.3661561999999776
"
17709,sat,11,12,"4.514406600000029
"
17710,sat,11,15,"1.4753855000001295
"
17711,sat,11,16,"0.6215749999998934
"
17712,sat,11,14,"1.2080465999999888
"
17713,sat,11,14,"1.3266238999999587
"
17714,sat,11,14,"0.9277566000000661
"
17715,sat,11,13,"2.726275600000008
"
17716,sat,11,13,"1.8993968999998287
"
17717,sat,11,13,"1.8134970000000976
"
17718,sat,11,15,"0.8764230000001589
"
17719,sat,12,18,"1.0036959999999908
"
17720,sat,11,12,"3.5249330999999984
"
17721,sat,11,13,"2.9888342000001558
"
17722,sat,11,13,"2.02288980000003
"
17723,sat,9,11,"0.5211486000000605
"
17724,sat,11,15,"0.7490649000001213
"
17725,sat,11,15,"0.8712487000000237
"
17726,sat,11,14,"1.2445794000000205
"
17727,sat,11,15,"0.7304123999999774
"
17728,sat,11,14,"1.12695460000009
"
17729,sat,10,12,"0.5670038000000659
"
17730,sat,12,18,"1.2353977000000214
"
17731,sat,11,14,"0.7337772999999288
"
17732,sat,11,13,"1.84831569999983
"
17733,sat,11,12,"3.9215053000000353
"
17734,sat,10,14,"0.6488957999999911
"
17735,sat,10,13,"0.44061340000007476
"
17736,sat,11,11,"6.20502590000001
"
17737,sat,8,10,"0.4939744000000701
"
17738,sat,11,12,"3.020913400000154
"
17739,sat,10,13,"0.6294444000000112
"
17740,sat,10,15,"0.6129928000000291
"
17741,sat,10,14,"0.4444871000000603
"
17742,sat,11,11,"8.874458600000025
"
17743,sat,10,14,"0.9726694999999381
"
17744,sat,8,10,"0.18709979999994175
"
17745,sat,10,14,"0.3219983000001321
"
17746,sat,10,15,"1.8800516000001153
"
17747,sat,11,14,"0.6673591999999644
"
17748,sat,10,12,"0.4448061000000507
"
17749,sat,9,9,"0.4309102999998231
"
17750,sat,10,13,"0.45616740000014033
"
17751,sat,10,13,"0.6752670999999282
"
17752,sat,11,14,"1.1567373000000316
"
17753,sat,11,13,"2.3117383000001155
"
17754,sat,10,12,"0.9047123000000283
"
17755,sat,8,9,"0.2460943999999472
"
17756,sat,13,18,"2.595265900000186
"
17757,sat,11,14,"1.609748899999886
"
17758,sat,9,11,"0.41464060000021163
"
17759,sat,11,14,"1.0613912999999684
"
17760,sat,8,11,"0.26924239999993915
"
17761,sat,8,7,"0.21924769999986893
"
17762,sat,9,9,"0.40109979999988354
"
17763,sat,9,9,"0.35030729999994037
"
17764,sat,9,9,"0.40397940000002563
"
17765,sat,9,8,"0.6656510000000253
"
17766,sat,11,15,"0.7014791999999943
"
17767,sat,11,14,"0.89573919999998
"
17768,sat,11,14,"1.3005214999998316
"
17769,sat,11,15,"1.0022665999999845
"
17770,sat,11,14,"0.9182607000000189
"
17771,sat,11,15,"0.6712122000001273
"
17772,sat,8,7,"0.2600629000000936
"
17773,sat,11,12,"3.3413206999998692
"
17774,sat,11,13,"2.384902600000032
"
17775,sat,11,14,"1.1892863000000489
"
17776,sat,11,14,"1.0706143999998403
"
17777,sat,11,13,"2.1702433999998902
"
17778,sat,9,11,"0.4492811000000074
"
17779,sat,11,15,"0.6590416999999889
"
17780,sat,11,13,"2.3551087000000734
"
17781,sat,11,14,"0.9471679000000677
"
17782,sat,11,14,"0.8455453999999918
"
17783,sat,11,13,"1.35127250000005
"
17784,sat,11,14,"0.8929493000000548
"
17785,sat,11,13,"1.96108090000007
"
17786,sat,9,10,"0.5265289999999823
"
17787,sat,11,13,"1.3220430000001215
"
17788,sat,11,11,"8.602077799999961
"
17789,sat,9,11,"0.8647999999998319
"
17790,sat,9,8,"0.613682899999958
"
17791,sat,11,13,"2.3282791000001453
"
17792,sat,11,14,"1.3028673999999683
"
17793,sat,11,12,"3.69125310000004
"
17794,sat,11,12,"2.308759499999951
"
17795,sat,11,14,"0.572302499999978
"
17796,sat,12,16,"1.7752353999999286
"
17797,sat,11,14,"1.0330750999999054
"
17798,sat,11,13,"1.5538444000001164
"
17799,sat,11,13,"2.40218979999986
"
17800,sat,9,10,"0.5084690999999566
"
17801,sat,9,10,"0.30852980000008756
"
17802,sat,11,13,"1.7385236000000077
"
17803,sat,11,14,"1.0488247000000683
"
17804,sat,9,10,"0.3693452999998499
"
17805,sat,11,13,"1.2895598999998583
"
17806,sat,9,9,"0.5955994999999348
"
17807,sat,11,14,"0.7469168000000082
"
17808,sat,11,13,"1.731085500000063
"
17809,sat,9,8,"0.6812754000000041
"
17810,sat,11,14,"0.8002510999999686
"
17811,sat,13,18,"2.792141100000208
"
17812,sat,9,10,"0.30687170000010155
"
17813,sat,14,22,"1.8591106000001218
"
17814,sat,11,14,"0.7498536999999033
"
17815,sat,11,15,"0.6667213000000629
"
17816,sat,11,16,"0.6654526999998325
"
17817,sat,9,8,"0.4914361999999528
"
17818,sat,9,8,"0.5686029999999391
"
17819,sat,9,10,"0.3792272000000594
"
17820,sat,9,9,"0.3821933999997782
"
17821,sat,9,10,"0.27078800000003866
"
17822,sat,11,14,"0.6547405999999683
"
17823,sat,9,11,"0.24585180000008222
"
17824,sat,9,10,"0.30343229999994037
"
17825,sat,11,12,"2.7772648000000117
"
17826,sat,9,7,"1.0117583000001105
"
17827,sat,9,10,"0.27677079999989473
"
17828,sat,9,9,"0.3671609000000444
"
17829,sat,11,14,"0.9342900999999983
"
17830,sat,11,13,"1.9333326000000852
"
17831,sat,11,12,"5.791655800000171
"
17832,sat,11,12,"4.3450339000000895
"
17833,sat,11,14,"1.191287099999954
"
17834,sat,11,13,"1.980301499999996
"
17835,sat,9,8,"0.5673789000002216
"
17836,sat,9,9,"0.3312627000000248
"
17837,sat,8,8,"0.17642179999984364
"
17838,sat,11,12,"2.6774184999999306
"
17839,sat,11,15,"0.9925598000002083
"
17840,sat,11,12,"4.190377699999999
"
17841,sat,8,10,"0.3340484000000288
"
17842,sat,11,13,"1.3119531999998344
"
17843,sat,11,12,"3.7349189999999908
"
17844,sat,11,13,"2.3576998999999432
"
17845,sat,11,15,"0.8356472000000394
"
17846,sat,11,14,"0.6032962000001589
"
17847,sat,9,11,"0.38353330000018104
"
17848,sat,11,14,"0.8621276000001217
"
17849,sat,11,14,"0.7389078999999583
"
17850,sat,11,15,"0.5803922000000057
"
17851,sat,11,14,"0.8014016000001902
"
17852,sat,11,14,"1.1847468000000845
"
17853,sat,11,14,"1.0353099999999813
"
17854,sat,11,15,"0.7571270999999342
"
17855,sat,11,14,"1.020840200000066
"
17856,sat,11,15,"0.5527088000001186
"
17857,sat,11,13,"2.1918039000001954
"
17858,sat,11,13,"1.8549422999999479
"
17859,sat,11,14,"0.9726715000001604
"
17860,sat,11,16,"0.7883774999997968
"
17861,sat,13,18,"2.4974811000001864
"
17862,sat,14,22,"2.2684474000000137
"
17863,sat,11,13,"2.1331072000000404
"
17864,sat,9,10,"0.34529539999994086
"
17865,sat,9,10,"0.264082099999996
"
17866,sat,11,13,"1.8573495999999068
"
17867,sat,11,14,"0.9029287999999269
"
17868,sat,11,11,"8.683863299999985
"
17869,sat,9,10,"0.722296599999936
"
17870,sat,11,14,"0.7753164000000652
"
17871,sat,11,12,"3.0434216999999535
"
17872,sat,9,9,"0.6939192000002095
"
17873,sat,11,14,"0.8276788000000579
"
17874,sat,11,14,"0.9559136000000308
"
17875,sat,13,17,"7.57815810000011
"
17876,sat,11,14,"1.6464379999999892
"
17877,sat,11,12,"3.061176400000022
"
17878,sat,11,16,"0.7475222999999005
"
17879,sat,11,13,"1.9336586000001716
"
17880,sat,11,15,"0.7148621999999705
"
17881,sat,11,13,"1.5899071000001186
"
17882,sat,11,14,"0.9241626999998971
"
17883,sat,11,13,"1.2907436999998936
"
17884,sat,11,14,"1.20851800000014
"
17885,sat,11,14,"1.1656697000000804
"
17886,sat,11,13,"1.8991295999999238
"
17887,sat,11,14,"0.9259076000000732
"
17888,sat,9,11,"0.348907699999927
"
17889,sat,9,9,"0.3302487999999357
"
17890,sat,10,13,"0.49978759999999056
"
17891,sat,11,15,"0.691475900000114
"
17892,sat,11,14,"0.8110263999999461
"
17893,sat,11,14,"0.9797550000000683
"
17894,sat,11,13,"1.832465399999819
"
17895,sat,9,9,"0.45394519999990735
"
17896,sat,9,9,"0.41297129999998106
"
17897,sat,6,6,"0.0943145999999615
"
17898,sat,9,10,"0.31561550000014904
"
17899,sat,8,9,"0.17535189999989598
"
17900,sat,9,10,"0.27102510000008806
"
17901,sat,9,10,"0.3070046000000275
"
17902,sat,9,9,"0.41204590000006647
"
17903,sat,9,9,"0.3611369999998715
"
17904,sat,7,7,"0.1547077000000172
"
17905,sat,9,8,"0.45104250000008506
"
17906,sat,11,13,"1.5604971000000205
"
17907,sat,10,13,"0.5649860999999419
"
17908,sat,9,10,"0.30317550000017945
"
17909,sat,9,9,"0.38630860000012035
"
17910,sat,9,10,"0.3231514999999945
"
17911,sat,9,9,"0.2935479000000214
"
17912,sat,9,9,"0.3051477999999861
"
17913,sat,9,10,"0.34283589999995456
"
17914,sat,11,12,"2.79859979999992
"
17915,sat,9,9,"0.6904856999999538
"
17916,sat,9,9,"0.45227569999997286
"
17917,sat,8,9,"0.19921570000019528
"
17918,sat,8,8,"0.18064179999987573
"
17919,sat,8,9,"0.16509289999999055
"
17920,sat,8,9,"0.16097850000005565
"
17921,sat,8,8,"0.16328199999998105
"
17922,sat,8,8,"0.2069314000000304
"
17923,sat,10,11,"0.584045099999912
"
17924,sat,10,11,"0.8054786000000149
"
17925,sat,10,11,"0.6895924999998897
"
17926,sat,10,12,"0.6164112999999816
"
17927,sat,12,15,"2.3153798999999253
"
17928,sat,10,11,"1.0050649999998313
"
17929,sat,10,11,"0.6912291999999525
"
17930,sat,10,13,"0.558600800000022
"
17931,sat,10,12,"0.619374599999901
"
17932,sat,10,13,"0.4684733999999935
"
17933,sat,11,16,"0.49277900000015507
"
17934,sat,12,19,"1.1232311999999638
"
17935,sat,10,11,"0.5684228000000076
"
17936,sat,10,11,"0.8999861000002056
"
17937,sat,10,12,"0.5847072999999909
"
17938,sat,10,11,"0.788959499999919
"
17939,sat,10,11,"0.7726485000000594
"
17940,sat,10,11,"1.0252737000000707
"
17941,sat,10,13,"0.5579554999999345
"
17942,sat,10,12,"0.707567299999937
"
17943,sat,10,10,"1.000751100000116
"
17944,sat,10,9,"2.8575164000001223
"
17945,sat,10,9,"2.9428007999999863
"
17946,sat,10,11,"1.1507979999998952
"
17947,sat,10,11,"0.7632874000000811
"
17948,sat,10,10,"1.7031328999999005
"
17949,sat,10,11,"0.9509425999999621
"
17950,sat,11,13,"2.0265360999999302
"
17951,sat,12,20,"0.8974857000000611
"
17952,unsat,14,24,"3.200491300000067
"
17953,sat,10,11,"0.6393782000000101
"
17954,sat,10,12,"0.44975990000011734
"
17955,sat,10,12,"0.3764585999999781
"
17956,sat,10,12,"0.466667599999937
"
17957,sat,10,11,"0.9388993000000028
"
17958,sat,10,12,"0.5375576000001274
"
17959,sat,10,11,"0.7057369999999992
"
17960,sat,10,11,"1.2121006000002126
"
17961,sat,10,11,"0.8073738999999023
"
17962,sat,10,10,"1.4869608999999855
"
17963,sat,10,10,"1.7960531999999603
"
17964,sat,10,15,"0.4355209999998806
"
17965,sat,10,12,"0.5020234999999502
"
17966,sat,10,9,"3.511680899999874
"
17967,sat,10,10,"2.2666639999999916
"
17968,sat,10,11,"1.0181972000000314
"
17969,sat,12,18,"1.6422821999999542
"
17970,sat,10,12,"0.6853112999999666
"
17971,sat,10,10,"1.772641300000032
"
17972,sat,10,11,"0.96743749999996
"
17973,sat,10,15,"0.34418619999996736
"
17974,sat,10,16,"0.35381550000010975
"
17975,unsat,10,16,"0.3518925999999283
"
17976,sat,12,18,"0.9997611999999663
"
17977,sat,7,5,"0.15054450000002362
"
17978,sat,10,8,"4.043814699999984
"
17979,sat,10,10,"0.9561260999998922
"
17980,sat,10,11,"0.7172694999999294
"
17981,sat,11,12,"3.004400999999916
"
17982,sat,10,11,"1.2352903000000879
"
17983,sat,10,13,"0.3536701999998968
"
17984,sat,8,7,"0.17838400000005095
"
17985,sat,10,10,"1.6063543000000209
"
17986,sat,8,6,"0.34761679999996886
"
17987,sat,13,20,"1.382459400000016
"
17988,sat,13,19,"2.7283729000000676
"
17989,sat,8,8,"0.262711900000113
"
17990,sat,10,10,"0.9383818000001156
"
17991,sat,7,8,"0.14761999999996078
"
17992,sat,10,9,"2.7440565000001698
"
17993,sat,10,11,"1.4767901000000165
"
17994,sat,10,9,"2.833404499999915
"
17995,sat,10,11,"0.7220064000000548
"
17996,sat,10,10,"2.099936699999944
"
17997,sat,10,11,"0.9396389000000909
"
17998,sat,12,17,"1.296213200000011
"
17999,sat,13,20,"2.0578418000000056
"
18000,sat,12,15,"2.760459800000035
"
18001,sat,13,21,"2.3894576000000143
"
18002,sat,10,9,"2.5075127999998585
"
18003,sat,10,10,"1.6283306000000266
"
18004,sat,10,7,"6.997220499999912
"
18005,sat,10,8,"5.211357599999928
"
18006,sat,10,8,"6.419446599999901
"
18007,sat,10,6,"10.948843800000077
"
18008,sat,10,11,"1.5409566000000723
"
18009,sat,10,10,"0.6973758999999973
"
18010,sat,10,9,"3.3564833000000363
"
18011,sat,10,7,"8.245791300000064
"
18012,sat,10,7,"6.949038599999994
"
18013,sat,10,8,"4.939030499999944
"
18014,sat,10,11,"0.7123536999999942
"
18015,sat,10,11,"0.7607410999999047
"
18016,sat,11,15,"0.7774122000000716
"
18017,sat,10,10,"1.1639603999999508
"
18018,sat,12,13,"13.21823459999996
"
18019,sat,11,16,"0.903899200000069
"
18020,sat,11,16,"2.3005216999999902
"
18021,sat,10,11,"0.483797400000185
"
18022,sat,10,10,"1.0691891999999825
"
18023,sat,10,9,"2.798909300000105
"
18024,sat,10,10,"1.9984113999998954
"
18025,sat,10,11,"0.7670934000000216
"
18026,sat,11,14,"0.6426921999998285
"
18027,sat,11,14,"0.7046881000001122
"
18028,sat,11,15,"0.7916418999998314
"
18029,sat,8,8,"0.19411589999981516
"
18030,sat,8,9,"0.15863239999998768
"
18031,sat,8,7,"0.1858790000001136
"
18032,sat,11,14,"0.754126000000042
"
18033,sat,11,13,"1.4631259000000227
"
18034,sat,10,12,"0.7331292000001213
"
18035,sat,11,14,"0.7610583000000588
"
18036,sat,10,13,"0.4008593999999448
"
18037,sat,11,14,"0.7571990999999798
"
18038,sat,11,13,"2.390893799999958
"
18039,sat,10,13,"0.3880450000001474
"
18040,sat,10,13,"0.3118101000000024
"
18041,sat,10,13,"0.352487500000052
"
18042,sat,10,13,"0.4359362999998666
"
18043,sat,10,12,"0.42946439999991526
"
18044,sat,10,12,"0.43481739999992897
"
18045,sat,11,14,"0.634753499999988
"
18046,sat,12,19,"1.073773600000095
"
18047,sat,10,12,"0.4613086000001658
"
18048,sat,10,12,"0.417237600000135
"
18049,sat,10,13,"0.5231126000001041
"
18050,sat,10,12,"0.40484059999994315
"
18051,sat,10,11,"0.7189213999999993
"
18052,sat,10,11,"0.8415463999999702
"
18053,sat,10,10,"1.3409328999998706
"
18054,sat,11,15,"0.6994011999997838
"
18055,sat,10,11,"0.6006322000000637
"
18056,sat,10,11,"0.8454844000000321
"
18057,sat,12,13,"26.87511810000001
"
18058,sat,10,13,"1.6335035999998126
"
18059,sat,10,12,"0.40502340000011827
"
18060,sat,10,12,"0.39070779999997285
"
18061,sat,10,11,"0.5889429000001201
"
18062,sat,10,11,"0.9306931999999506
"
18063,sat,10,11,"0.8608807000000525
"
18064,sat,10,10,"1.5957654999999704
"
18065,sat,10,11,"0.8679700000000139
"
18066,sat,10,12,"0.4661372000000483
"
18067,sat,10,11,"0.661809200000107
"
18068,sat,10,11,"1.242917099999886
"
18069,sat,10,11,"0.7348289999999906
"
18070,sat,11,14,"0.9316389000000527
"
18071,sat,10,13,"0.5023283000000447
"
18072,sat,10,12,"0.4340283999999883
"
18073,sat,10,10,"1.6599667000000409
"
18074,sat,10,9,"3.071838200000002
"
18075,sat,10,12,"0.4662085999998453
"
18076,sat,10,12,"0.4341633000001366
"
18077,sat,10,11,"0.7130484000001616
"
18078,sat,10,11,"1.271088299999974
"
18079,sat,10,12,"0.5637101999998322
"
18080,sat,11,9,"27.687993100000085
"
18081,sat,10,11,"2.4144148999998833
"
18082,sat,10,12,"0.49617620000003626
"
18083,sat,10,12,"0.4227143000000524
"
18084,sat,10,13,"0.42017850000002
"
18085,sat,10,10,"0.9878101000001607
"
18086,sat,10,11,"0.5958833999998205
"
18087,sat,10,11,"0.5876244999999471
"
18088,sat,10,12,"0.6199570999999651
"
18089,sat,10,11,"0.7884702000001198
"
18090,sat,10,10,"1.0739452000000256
"
18091,sat,10,12,"0.6496850999999424
"
18092,sat,10,11,"0.7472768000000087
"
18093,sat,10,11,"0.990855799999963
"
18094,sat,10,9,"3.235915499999919
"
18095,sat,10,10,"1.915724199999886
"
18096,sat,10,11,"1.3151711000000432
"
18097,sat,10,11,"1.18236869999987
"
18098,sat,10,9,"2.9589456999999584
"
18099,sat,12,19,"1.0209062000001268
"
18100,sat,10,8,"3.8660940999998274
"
18101,sat,10,11,"0.9544737000001078
"
18102,sat,10,11,"0.8707021000000168
"
18103,sat,10,10,"1.605090399999881
"
18104,sat,10,12,"0.7670941000001221
"
18105,sat,10,12,"0.5022171999999046
"
18106,sat,12,15,"2.958531399999856
"
18107,sat,8,7,"0.2524951999998848
"
18108,sat,10,13,"0.5413789000001543
"
18109,sat,10,12,"0.5981603000000177
"
18110,sat,10,12,"0.5138646999998855
"
18111,sat,10,12,"0.5459608999999546
"
18112,sat,10,11,"0.7748509000000467
"
18113,sat,10,12,"0.5767224000001079
"
18114,sat,10,12,"0.4251006999998026
"
18115,sat,10,11,"0.718994400000156
"
18116,sat,10,11,"0.6512342999999419
"
18117,sat,12,15,"2.4596909000001688
"
18118,sat,12,14,"6.675463900000068
"
18119,sat,11,13,"2.155137100000047
"
18120,sat,12,15,"2.7883235000001605
"
18121,sat,12,16,"1.8712880999999015
"
18122,sat,10,13,"0.5047922999999628
"
18123,sat,8,8,"0.15404020000005403
"
18124,sat,10,14,"0.34636829999999463
"
18125,sat,10,13,"0.3708887999998751
"
18126,sat,10,13,"0.3777975000000424
"
18127,sat,11,15,"0.7761318000000301
"
18128,sat,12,18,"19.941349799999898
"
18129,sat,10,11,"0.5947125000000142
"
18130,sat,11,14,"0.9848563999998987
"
18131,sat,10,11,"0.6574817000000621
"
18132,sat,10,11,"0.7641114000000471
"
18133,sat,10,12,"0.5596103999998832
"
18134,sat,10,11,"0.8375408000001698
"
18135,sat,10,12,"0.5060694999999669
"
18136,sat,10,9,"1.5181288999999651
"
18137,sat,10,10,"1.1756129000000328
"
18138,sat,10,12,"0.5446677999998428
"
18139,sat,10,11,"0.7199820000000727
"
18140,sat,10,10,"1.1091321999999764
"
18141,sat,10,10,"1.0928890000000138
"
18142,sat,10,11,"0.9046253999999863
"
18143,sat,10,10,"1.2516437000001588
"
18144,sat,10,11,"0.8821371999999883
"
18145,sat,10,11,"0.7923643999999967
"
18146,sat,10,11,"0.8314491000000999
"
18147,sat,10,12,"0.6545565000001261
"
18148,sat,10,11,"0.7023251999999047
"
18149,sat,10,10,"1.1806386000000657
"
18150,sat,10,11,"0.9514722999999776
"
18151,sat,10,11,"0.644810199999938
"
18152,sat,10,11,"0.8087783999999374
"
18153,sat,10,11,"0.8418199000000186
"
18154,sat,7,5,"0.13992419999999584
"
18155,sat,10,10,"1.0300922999999784
"
18156,sat,10,10,"1.218036199999915
"
18157,sat,10,11,"0.6233075999998618
"
18158,sat,10,11,"0.6423271000001023
"
18159,sat,9,9,"0.3348349000000326
"
18160,sat,12,15,"2.3316525000000183
"
18161,sat,11,17,"0.6881751000000804
"
18162,sat,10,11,"0.5215789999999743
"
18163,sat,10,11,"0.6962322000001677
"
18164,sat,10,11,"0.5785155000000941
"
18165,sat,10,12,"0.4412936000001082
"
18166,sat,10,11,"0.6446889999999712
"
18167,sat,10,12,"0.38578949999987344
"
18168,sat,11,15,"0.7081534000001284
"
18169,sat,10,15,"0.4612809999998717
"
18170,sat,10,12,"0.4121962000001531
"
18171,sat,11,15,"0.6588882999999441
"
18172,sat,12,19,"1.0476896000000124
"
18173,sat,10,10,"0.6164825000000747
"
18174,sat,12,18,"1.3227936999999201
"
18175,sat,11,15,"0.5598121000000447
"
18176,sat,10,12,"0.2860344000000623
"
18177,sat,11,14,"0.9549079999999321
"
18178,sat,10,10,"0.8783032999999705
"
18179,sat,10,11,"0.6052558000001227
"
18180,sat,12,19,"1.3078296999999566
"
18181,sat,10,11,"0.6754049000001032
"
18182,sat,10,12,"0.5245340999999826
"
18183,sat,10,11,"0.5825130000000627
"
18184,sat,10,12,"0.5136022000001503
"
18185,sat,10,12,"0.47893309999994926
"
18186,sat,10,10,"1.1927716999998665
"
18187,sat,10,13,"0.48144730000012714
"
18188,sat,10,11,"0.6113046000000395
"
18189,sat,10,12,"0.3879769000000124
"
18190,sat,10,12,"0.3959581999999955
"
18191,sat,11,15,"0.7275064999998904
"
18192,sat,10,10,"0.996720200000027
"
18193,sat,10,13,"0.40103480000016134
"
18194,sat,10,13,"0.4648614999998699
"
18195,sat,10,13,"0.4548623000000589
"
18196,sat,10,13,"0.4118636000000606
"
18197,sat,10,14,"0.3308073999999124
"
18198,sat,10,14,"0.45418659999995725
"
18199,sat,10,14,"0.44541049999997995
"
18200,sat,10,13,"0.4139404000000013
"
18201,sat,10,12,"0.4864818999999443
"
18202,sat,10,14,"0.5167088000000604
"
18203,sat,10,14,"0.3551741999999649
"
18204,sat,10,13,"0.43093580000004295
"
18205,sat,10,13,"0.39921960000015133
"
18206,sat,10,13,"0.43680990000007114
"
18207,sat,10,13,"0.45574779999992643
"
18208,sat,10,10,"1.0075984999998582
"
18209,sat,12,18,"2.8202547999999297
"
18210,sat,10,13,"0.5353198000000248
"
18211,sat,10,13,"0.44421440000019174
"
18212,sat,10,12,"0.47812210000006417
"
18213,sat,10,13,"0.5469693999998526
"
18214,sat,10,12,"0.5411159999998745
"
18215,sat,10,12,"0.4892777999998543
"
18216,sat,10,13,"0.49821909999991476
"
18217,sat,10,10,"0.9531337000000804
"
18218,sat,10,11,"0.779101399999945
"
18219,sat,10,15,"0.334598700000015
"
18220,sat,10,13,"0.4420400999999856
"
18221,sat,10,12,"0.4767314000000624
"
18222,sat,10,13,"0.5951106999998501
"
18223,sat,10,13,"0.4446523999999954
"
18224,sat,10,11,"0.6457081000000926
"
18225,sat,10,12,"0.7072605999999269
"
18226,sat,10,11,"0.8303501000000324
"
18227,sat,10,12,"0.6580410999999913
"
18228,sat,12,19,"1.0011810999999398
"
18229,sat,12,15,"3.2201314999999795
"
18230,sat,12,16,"3.556894700000157
"
18231,sat,10,13,"0.49473519999992277
"
18232,sat,12,16,"1.1274410000000898
"
18233,sat,10,13,"0.5106518000000051
"
18234,sat,10,13,"0.5403579000001173
"
18235,sat,9,9,"0.2732032999999774
"
18236,sat,10,12,"0.44320089999996526
"
18237,sat,12,16,"1.9582694999999148
"
18238,sat,11,13,"1.4178913000000648
"
18239,sat,11,15,"0.7852702000000136
"
18240,sat,10,12,"0.45728200000007746
"
18241,sat,10,11,"0.5555976999999075
"
18242,sat,10,12,"0.4958014999999705
"
18243,sat,10,11,"0.8176562000001013
"
18244,sat,12,14,"123.66914419999989
"
18245,sat,10,11,"1.4585354000000734
"
18246,sat,10,13,"0.5777649000001475
"
18247,sat,9,11,"0.29132960000015373
"
18248,sat,6,4,"0.10257899999987785
"
18249,sat,10,12,"0.4261212000001251
"
18250,sat,10,12,"0.5874089999997523
"
18251,sat,10,12,"0.6226784999998927
"
18252,sat,10,10,"1.4872302999997373
"
18253,sat,10,11,"0.8001911000001201
"
18254,sat,12,16,"1.5048950000000332
"
18255,sat,12,15,"3.150068100000226
"
18256,sat,13,19,"14.887795399999959
"
18257,sat,12,19,"5.97635820000005
"
18258,sat,11,15,"0.9129418999996233
"
18259,sat,10,10,"1.893283099999735
"
18260,sat,10,11,"1.5662686000000576
"
18261,sat,10,13,"0.5893919000000096
"
18262,sat,10,12,"0.48563789999980145
"
18263,sat,10,12,"0.42350960000021587
"
18264,sat,10,13,"0.6929884000001039
"
18265,sat,10,12,"0.5049449000002824
"
18266,sat,11,14,"1.0100064999996903
"
18267,sat,10,11,"0.7969566000001578
"
18268,sat,10,9,"2.624118400000043
"
18269,sat,11,13,"2.0531596999999238
"
18270,sat,10,12,"0.6379415000001245
"
18271,sat,10,13,"0.34915030000001934
"
18272,sat,10,12,"0.6561446000000615
"
18273,sat,10,13,"0.47673630000008416
"
18274,sat,10,12,"0.4200792999999976
"
18275,sat,10,13,"0.4218442999999752
"
18276,sat,10,12,"0.5689330000000155
"
18277,sat,10,12,"0.41915190000008806
"
18278,sat,10,12,"0.4188022000003002
"
18279,sat,10,11,"0.6879926999999952
"
18280,sat,10,12,"0.40345709999974133
"
18281,sat,10,11,"0.7794191000002684
"
18282,sat,10,12,"0.6820850999997674
"
18283,sat,11,15,"1.4084146000000146
"
18284,sat,10,11,"0.6371094000000994
"
18285,sat,10,12,"0.7538341999998011
"
18286,sat,11,15,"0.7966845000000831
"
18287,sat,10,11,"0.9545391999999993
"
18288,sat,10,12,"0.49995609999996304
"
18289,sat,10,11,"0.6307114999999612
"
18290,sat,10,10,"1.521243499999855
"
18291,sat,10,9,"2.8607312999997703
"
18292,sat,10,12,"0.56730030000017
"
18293,sat,10,10,"2.0068238999997448
"
18294,sat,10,12,"0.6870331000000078
"
18295,sat,11,11,"6.99064640000006
"
18296,sat,11,10,"13.704218999999739
"
18297,sat,10,12,"1.1362488999998277
"
18298,sat,11,15,"0.6005169000000024
"
18299,sat,10,12,"0.5109502000000248
"
18300,sat,10,10,"1.1622849999998834
"
18301,sat,10,11,"1.061227300000155
"
18302,sat,10,12,"0.7031475999997383
"
18303,sat,10,10,"1.1557208999997783
"
18304,sat,11,14,"1.240331900000001
"
18305,sat,10,12,"0.5325243000002047
"
18306,sat,10,11,"0.6823116999999002
"
18307,sat,10,10,"1.1318570000003092
"
18308,sat,10,12,"0.5850606999997581
"
18309,sat,10,11,"0.9065267999999378
"
18310,sat,11,15,"1.0927189999997609
"
18311,sat,10,10,"1.2878150999999889
"
18312,sat,10,10,"1.3954977999997027
"
18313,sat,10,11,"0.7678562000000966
"
18314,sat,10,12,"0.6711362000000918
"
18315,sat,10,12,"0.5865721000000121
"
18316,sat,11,15,"0.8244724999999562
"
18317,sat,10,13,"0.6676271999999699
"
18318,sat,10,10,"1.1489635000002636
"
18319,sat,10,11,"0.7554975999996714
"
18320,sat,10,12,"0.48988720000033936
"
18321,sat,12,15,"3.0501392000001033
"
18322,sat,10,13,"0.46327039999960107
"
18323,sat,10,12,"0.5212498000000778
"
18324,sat,10,13,"0.5887072000000444
"
18325,sat,10,11,"0.9188475000000835
"
18326,sat,10,11,"1.0677764000001844
"
18327,sat,10,12,"0.8912961000000905
"
18328,sat,10,8,"4.621227799999815
"
18329,sat,10,12,"1.106631600000128
"
18330,sat,10,12,"0.5831958999997369
"
18331,sat,7,5,"0.1815777000001617
"
18332,sat,10,9,"2.5043627000000015
"
18333,sat,9,9,"0.41521460000012667
"
18334,sat,10,13,"0.4388872000004085
"
18335,sat,10,11,"0.7771785999998428
"
18336,sat,10,12,"0.5886948000002121
"
18337,sat,10,9,"2.780798700000105
"
18338,sat,10,11,"0.5249368999998296
"
18339,sat,11,16,"0.5884685999999419
"
18340,sat,12,13,"18.784514800000125
"
18341,sat,11,16,"1.4443002000002707
"
18342,sat,12,14,"5.671322300000156
"
18343,sat,11,16,"0.7362041000001227
"
18344,sat,11,14,"0.824126299999989
"
18345,sat,11,15,"0.8599631000001864
"
18346,sat,10,11,"1.4201952999997047
"
