label,result,vertices,edges,runtime
4466,sat,9,11,"3.376443000001018
"
4467,sat,9,10,"2.2034452999996574
"
4468,sat,9,10,"1.8572044000011374
"
4469,sat,9,10,"1.9405215999995562
"
4470,sat,9,10,"2.0960193000009895
"
4471,sat,9,9,"2.347425199999634
"
4472,sat,9,10,"3.188267100000303
"
4473,sat,9,10,"3.484060299999328
"
4474,sat,9,10,"6.680310099998678
"
4475,sat,9,9,"5.059672999999748
"
4476,sat,9,10,"5.447042399999191
"
4477,sat,9,8,"3.314955400001054
"
4478,sat,9,9,"3.849901800000225
"
4479,sat,9,8,"4.401099700000486
"
4480,sat,9,7,"6.066379100000631
"
4481,sat,11,15,"6.733173500000703
"
4482,sat,11,12,"4.643695000000662
"
4483,sat,8,7,"3.132544099998995
"
4484,sat,11,11,"2.442809500000294
"
4485,sat,9,9,"1.8424656000006507
"
4486,sat,9,7,"1.7664920000006532
"
4487,sat,11,10,"2.54113580000012
"
4488,sat,10,12,"1.8588326999997662
"
4489,sat,12,14,"1.8971918999995978
"
4490,sat,9,8,"1.8077944999986357
"
4491,sat,9,10,"1.762548999999126
"
4492,sat,11,11,"2.0970856999992975
"
4493,sat,9,11,"1.8364106999997603
"
4494,sat,11,15,"2.0121122999989893
"
4495,sat,11,9,"2.4569307000001572
"
4496,sat,11,10,"3.091606599999068
"
4497,sat,11,12,"1.9620282000014413
"
4498,sat,12,14,"2.2696634999992966
"
4499,sat,11,12,"1.7787568000003375
"
4500,sat,11,11,"2.277218200000789
"
4501,sat,11,15,"2.3811951000006957
"
4502,sat,9,9,"1.9017249000007723
"
4503,sat,11,12,"1.8429243999999017
"
4504,sat,11,13,"2.2404516999995394
"
4505,sat,9,9,"2.027935300000536
"
4506,sat,11,12,"2.442453399999067
"
4507,sat,11,13,"2.233615799999825
"
4508,sat,12,17,"2.8856904999993276
"
4509,sat,13,21,"3.118731900000057
"
4510,sat,9,9,"2.2129024999994726
"
4511,sat,9,10,"2.510064500000226
"
4512,sat,9,10,"3.1949320000003354
"
4513,sat,9,9,"2.463709600000584
"
4514,sat,11,12,"2.0633534000007785
"
4515,sat,12,16,"2.1818101000008028
"
4516,sat,11,15,"2.82737619999898
"
4517,sat,11,11,"2.330225800000335
"
4518,sat,12,15,"2.3739513000000443
"
4519,sat,11,12,"2.39869969999927
"
4520,sat,12,17,"2.5521784000011394
"
4521,sat,12,16,"2.0799174000003404
"
4522,sat,11,15,"2.2140902999999525
"
4523,sat,12,16,"2.4116613999995025
"
4524,sat,12,19,"4.081377100001191
"
4525,sat,11,15,"5.788857999999891
"
4526,sat,12,19,"6.16615129999991
"
4527,sat,12,15,"2.05911549999837
"
4528,sat,12,19,"5.407829499999934
"
4529,sat,12,15,"1.9384260999995604
"
4530,sat,12,19,"2.9464425999995
"
4531,sat,11,16,"2.1283302000010735
"
4532,sat,12,19,"3.228208699998504
"
4533,sat,12,15,"1.8396996999999828
"
4534,sat,11,12,"1.6496422000000166
"
4535,sat,9,8,"1.4723216999991564
"
4536,sat,11,12,"1.557052100000874
"
4537,sat,9,9,"1.5844926000008854
"
4538,sat,11,12,"1.8111659999995027
"
4539,sat,12,20,"2.258926900000006
"
4540,sat,11,11,"1.8404018999990512
"
4541,sat,12,20,"2.3029444999992847
"
4542,sat,11,13,"2.3148239000001922
"
4543,sat,9,11,"1.9220072999996773
"
4544,sat,9,10,"1.9654804000001604
"
4545,sat,12,19,"3.342949800000497
"
4546,sat,9,10,"2.1550057000004017
"
4547,sat,11,16,"2.181936200000564
"
4548,sat,12,18,"3.025328499999887
"
4549,sat,11,12,"1.929474599999594
"
4550,sat,11,14,"1.9543655999987095
"
4551,sat,12,17,"2.200868799998716
"
4552,sat,12,16,"1.9848951999993005
"
4553,sat,11,13,"2.0562977000008686
"
4554,sat,9,10,"1.7331537999998545
"
4555,sat,12,17,"2.8086918000008154
"
4556,sat,11,14,"2.2839735000015935
"
4557,sat,11,13,"2.2602693000008003
"
4558,unsat,12,19,"1.9541394999996555
"
4559,sat,12,18,"2.2998453000000154
"
4560,sat,9,11,"2.027831100000185
"
4561,sat,9,10,"1.8261891000001924
"
4562,sat,9,9,"2.557058500000494
"
4563,sat,9,10,"4.395111199999519
"
4564,sat,12,18,"3.297735099999045
"
4565,sat,9,10,"2.5526002000005974
"
4566,sat,9,11,"2.1501145000001998
"
4567,sat,12,18,"8.344718999998804
"
4568,sat,9,8,"1.8340339999995194
"
4569,sat,11,16,"2.6020195000000967
"
4570,sat,11,12,"2.0136634999998932
"
4571,sat,11,11,"1.7753459000014118
"
4572,sat,12,19,"3.015992099999494
"
4573,sat,11,15,"2.2909987999992154
"
4574,sat,12,19,"3.545728600000075
"
4575,sat,11,10,"1.9605105999999068
"
4576,sat,12,18,"2.8831721999995352
"
4577,sat,11,14,"2.3209224000001996
"
4578,sat,12,13,"2.0214698999989196
"
4579,sat,12,15,"1.8382108000005246
"
4580,sat,12,18,"2.2859929999995074
"
4581,sat,11,11,"2.053887100000793
"
4582,sat,12,14,"2.131865800000014
"
4583,sat,13,18,"2.4165260000008857
"
4584,sat,9,10,"1.9598433999999543
"
4585,sat,11,12,"2.0156064000002516
"
4586,sat,11,12,"2.017048399999112
"
4587,sat,11,13,"2.269009100000403
"
4588,sat,12,15,"2.193635700001323
"
4589,sat,9,9,"1.9882894000002125
"
4590,sat,12,16,"2.2324988000000303
"
4591,sat,11,11,"1.8883817000005365
"
4592,sat,11,14,"1.9713453999993362
"
4593,sat,12,15,"2.076544499999727
"
4594,sat,11,12,"1.8003603999986808
"
4595,sat,12,18,"2.5174521999997523
"
4596,sat,11,14,"2.0482529000000795
"
4597,sat,12,14,"1.9065454000010504
"
4598,sat,13,19,"2.4279729000008956
"
4599,sat,11,15,"2.598729999999705
"
4600,sat,12,18,"2.660129299998516
"
4601,sat,11,15,"2.3003810999998677
"
4602,sat,13,19,"2.3447587999999087
"
4603,sat,12,18,"3.7804165999987163
"
4604,sat,11,13,"2.2189963000000716
"
4605,sat,12,18,"2.961624800000209
"
4606,sat,11,13,"2.105109000000084
"
4607,sat,12,18,"2.39074840000103
"
4608,sat,12,16,"2.354469899999458
"
4609,sat,9,10,"2.030111300000499
"
4610,sat,11,15,"2.3689153999985137
"
4611,sat,11,12,"2.621673899999223
"
4612,sat,12,18,"3.1453649000013684
"
4613,sat,11,13,"2.7911896999994497
"
4614,sat,11,14,"2.1237841000001936
"
4615,sat,11,13,"2.304336899998816
"
4616,sat,11,12,"1.7793410000012955
"
4617,sat,11,13,"1.9971962999989046
"
4618,sat,12,16,"2.059972700000799
"
4619,sat,13,20,"2.8715202000003046
"
4620,sat,12,19,"2.6583381999989797
"
4621,sat,12,16,"1.926155999999537
"
4622,sat,12,20,"2.4280216000006476
"
4623,sat,12,19,"3.287213600000541
"
4624,sat,12,16,"1.916968600000473
"
4625,sat,12,16,"1.919236899999305
"
4626,sat,13,20,"2.3203971999992064
"
4627,sat,12,17,"2.3003535000007105
"
4628,sat,12,16,"2.157243199999357
"
4629,sat,11,14,"2.268305200001123
"
4630,sat,13,20,"2.814790100001119
"
4631,sat,12,18,"3.1310770999989472
"
4632,sat,12,19,"3.1350708000009035
"
4633,sat,12,17,"2.4854839999989053
"
4634,sat,12,20,"4.232227399999829
"
4635,sat,13,21,"3.0455516999991232
"
4636,sat,11,14,"2.5608708999989176
"
4637,sat,11,14,"2.3806826999989426
"
4638,sat,11,13,"2.714390499999354
"
4639,sat,12,18,"2.5071124999994936
"
4640,sat,12,17,"4.257945100000143
"
4641,sat,11,14,"2.3191222000004927
"
4642,sat,12,17,"3.08974230000058
"
4643,sat,12,16,"2.6085684999998193
"
4644,sat,11,12,"1.865869200000816
"
4645,sat,11,15,"2.491371500000241
"
4646,sat,11,13,"2.5464667999985977
"
4647,sat,12,19,"2.75498399999924
"
4648,sat,11,13,"2.2108527999989747
"
4649,sat,12,17,"2.3878531999998813
"
4650,sat,12,18,"3.091119799999433
"
4651,sat,12,15,"2.263595799999166
"
4652,sat,11,14,"2.4131015999992087
"
4653,sat,12,17,"3.0196796000000177
"
4654,sat,12,17,"3.2059112999995705
"
4655,sat,11,14,"2.390582899999572
"
4656,sat,11,13,"2.351135599999907
"
4657,sat,12,17,"2.609348099998897
"
4658,sat,12,17,"2.6559479999996256
"
4659,sat,11,15,"2.5302507000014884
"
4660,sat,12,19,"3.0329848999990645
"
4661,sat,12,18,"2.5222441000005347
"
4662,sat,12,17,"4.3985047999995
"
4663,sat,9,10,"1.8424492999984068
"
4664,sat,9,9,"2.193471900000077
"
4665,sat,11,12,"2.9094062999993184
"
4666,sat,12,17,"2.410896200000934
"
4667,sat,12,16,"2.1385055999999167
"
4668,sat,9,10,"2.0512667000002693
"
4669,sat,11,14,"2.4298595000000205
"
4670,sat,12,19,"2.8159455000004527
"
4671,sat,11,13,"3.450525000000198
"
4672,sat,12,17,"12.017049600000973
"
4673,sat,13,20,"3.6017644999992626
"
4674,sat,9,11,"2.034086700001353
"
4675,sat,9,10,"1.8378068999991228
"
4676,sat,9,10,"2.0157868999995117
"
4677,sat,11,15,"2.445373299999119
"
4678,sat,9,11,"2.0395624000011594
"
4679,sat,10,12,"2.143758899999739
"
4680,sat,11,13,"2.2452083000007406
"
4681,sat,12,17,"2.623578099999577
"
4682,sat,11,12,"2.00071090000165
"
4683,sat,12,15,"2.0816288999994867
"
4684,sat,11,13,"2.4150599999993574
"
4685,sat,12,16,"2.1763398999992205
"
4686,sat,13,20,"2.357007499998872
"
4687,sat,10,11,"2.0257484000012482
"
4688,sat,13,19,"2.9235585999995237
"
4689,sat,9,8,"1.9449852999987343
"
4690,sat,11,11,"2.082245300000068
"
4691,sat,12,15,"1.935716300000422
"
4692,sat,11,16,"2.1155703000003996
"
4693,sat,12,14,"2.406406000000061
"
4694,sat,11,13,"2.2435627999984717
"
4695,sat,11,13,"2.2523967000015546
"
4696,sat,12,17,"2.7306298000003153
"
4697,sat,13,20,"2.63117069999862
"
4698,sat,12,18,"2.8920127999990655
"
4699,sat,11,12,"1.7767223000009835
"
4700,sat,9,10,"1.8080282999999326
"
4701,sat,9,10,"1.760119800001121
"
4702,sat,9,10,"1.9309372000006988
"
4703,sat,9,11,"2.17808690000129
"
4704,sat,9,9,"1.9904346000002988
"
4705,sat,9,8,"1.861588899999333
"
4706,sat,10,11,"2.296088900000541
"
4707,sat,11,11,"1.776719100000264
"
4708,sat,11,12,"2.1873271000004024
"
4709,sat,12,16,"2.8344286999999895
"
4710,sat,13,19,"2.2751145000001998
"
4711,sat,11,10,"2.474897599999167
"
4712,sat,11,11,"1.956008600000132
"
4713,sat,9,9,"1.7305986999999732
"
4714,sat,11,11,"2.1599270000006072
"
4715,sat,11,12,"2.0828111999999237
"
4716,sat,9,6,"2.0327041999989888
"
4717,sat,11,12,"3.2051247999988846
"
4718,sat,11,11,"1.8605987000009918
"
4719,sat,11,13,"2.4230394000005617
"
4720,sat,11,12,"1.9123561999986123
"
4721,sat,11,13,"2.13873219999914
"
4722,sat,11,12,"2.4054534999995667
"
4723,sat,11,13,"2.255142199999682
"
4724,sat,11,11,"3.389137899999696
"
4725,sat,12,14,"2.2157755000007455
"
4726,sat,11,13,"4.952083500000299
"
4727,sat,12,15,"2.0612912999986293
"
4728,sat,13,18,"2.407930399998804
"
4729,sat,12,15,"2.1326303000005282
"
4730,sat,11,12,"1.860823499999242
"
4731,sat,12,14,"2.3955519999999524
"
4732,sat,11,12,"2.183272099999158
"
4733,sat,13,17,"2.3682833999992
"
4734,sat,12,17,"2.14679839999917
"
4735,sat,12,16,"2.1130670000002283
"
4736,sat,11,13,"2.109059599999455
"
4737,sat,12,17,"2.3927189000005455
"
4738,sat,11,13,"1.9844481000000087
"
4739,sat,11,12,"1.936254899999767
"
4740,sat,13,18,"2.2225689999995666
"
4741,sat,9,7,"1.7558592000004865
"
4742,sat,11,12,"2.2046602000009443
"
4743,sat,11,12,"2.0937398000005487
"
4744,sat,11,11,"2.8004156000006333
"
4745,sat,9,9,"3.0613207000005787
"
4746,sat,11,12,"3.4014557000009518
"
4747,sat,11,13,"3.096629600000597
"
4748,sat,11,13,"3.6139602000002924
"
4749,sat,11,13,"3.163919000000533
"
4750,sat,9,9,"2.9820564999990893
"
4751,sat,11,14,"3.5470554000003176
"
4752,sat,12,18,"4.888242900000478
"
4753,sat,13,21,"3.0310119000005216
"
4754,sat,11,13,"2.2394189999995433
"
4755,sat,12,17,"2.822219600000608
"
4756,sat,11,12,"1.908860999999888
"
4757,sat,11,13,"2.2525096999997913
"
4758,sat,12,17,"3.4900854000006802
"
4759,sat,9,10,"2.571878499999002
"
4760,sat,9,9,"4.101600199999666
"
4761,sat,11,13,"3.2504205999994156
"
4762,sat,11,15,"2.821928099998331
"
4763,sat,12,16,"2.5942383999990852
"
4764,sat,13,20,"3.0479126000009273
"
4765,sat,11,12,"3.255605399999695
"
4766,sat,11,15,"3.036045100001502
"
4767,sat,12,15,"2.910622199999125
"
4768,sat,9,8,"2.5215016000001924
"
4769,sat,11,13,"2.8227012000006653
"
4770,sat,11,12,"3.5882375000001048
"
4771,sat,11,13,"3.2712076999996498
"
4772,sat,12,17,"3.7330247000008967
"
4773,sat,12,18,"3.1522158999996464
"
4774,sat,11,14,"2.4292358999991848
"
4775,sat,11,11,"2.274467299999742
"
4776,sat,11,15,"2.9769995999995444
"
4777,sat,11,12,"2.2661072999999305
"
4778,sat,12,15,"3.0383708999997907
"
4779,sat,11,13,"2.3448516000007658
"
4780,sat,12,19,"3.0366059000007226
"
4781,sat,12,16,"3.499622100000124
"
4782,sat,11,13,"2.916752799999813
"
4783,sat,11,13,"2.6328039999989414
"
4784,sat,11,13,"2.7455116999990423
"
4785,sat,9,10,"3.19790649999959
"
4786,sat,9,10,"2.843763400000171
"
4787,sat,9,9,"2.4156848000002356
"
4788,sat,9,9,"2.4569570000003296
"
4789,sat,9,10,"2.406569299999319
"
4790,sat,9,11,"2.29722430000038
"
4791,sat,9,10,"3.19892179999988
"
4792,sat,9,9,"2.857177600000796
"
4793,sat,9,9,"2.3834067999996478
"
4794,sat,9,10,"2.4898548999990453
"
4795,sat,11,14,"2.539446400000088
"
4796,sat,9,9,"2.2255985000010696
"
4797,sat,9,8,"2.056853800000681
"
4798,sat,9,11,"2.604766300000847
"
4799,sat,9,10,"2.2843143999998574
"
4800,sat,11,12,"1.8815603000002739
"
4801,sat,9,11,"2.1930124999998952
"
4802,sat,9,11,"2.399650900000779
"
4803,sat,11,13,"2.606431000000157
"
4804,sat,9,10,"2.1804126999995788
"
4805,sat,12,17,"2.6876213000014104
"
4806,sat,9,10,"2.0738045000016427
"
4807,sat,9,11,"2.600071400000161
"
4808,sat,9,11,"2.1753474999986793
"
4809,sat,9,11,"2.2577363999989757
"
4810,sat,11,12,"2.0830009000001155
"
4811,sat,9,11,"2.0370349999993778
"
4812,sat,9,12,"2.1148725999992166
"
4813,sat,9,12,"2.9163454999998066
"
4814,sat,9,11,"2.4423914999988483
"
4815,sat,9,10,"2.40799270000025
"
4816,sat,12,19,"3.263030500000241
"
4817,sat,9,9,"2.1172899000011967
"
4818,sat,12,19,"3.247397999999521
"
4819,sat,9,10,"2.4383170000000973
"
4820,sat,9,8,"2.55237440000019
"
4821,sat,9,9,"2.377024999999776
"
4822,sat,9,10,"2.0927403999994567
"
4823,sat,9,11,"1.9527784999991127
"
4824,sat,9,9,"1.9624273999997968
"
4825,sat,9,10,"2.190723900001103
"
4826,sat,9,10,"1.9603162999992492
"
4827,sat,11,12,"1.888851200001227
"
4828,sat,12,15,"2.258137799999531
"
4829,sat,11,13,"1.9898737000003166
"
4830,sat,12,16,"2.901964999999109
"
4831,sat,11,15,"2.7962253999994573
"
4832,sat,12,18,"2.4254061999999976
"
4833,sat,13,19,"2.788787699999375
"
4834,sat,11,14,"2.1656929000000673
"
4835,sat,13,19,"11.428019300001324
"
4836,sat,12,18,"2.6466215000000375
"
4837,sat,11,13,"3.012455599999157
"
4838,sat,11,14,"3.639149399999951
"
4839,sat,12,16,"2.668529700000363
"
4840,sat,12,18,"2.3085219000004145
"
4841,sat,12,17,"2.820384999999078
"
4842,sat,13,19,"2.7435946999994485
"
4843,sat,11,13,"2.018925800000943
"
4844,sat,12,18,"4.734085300000515
"
4845,sat,12,16,"2.281975699999748
"
4846,sat,12,17,"2.6260976000012306
"
4847,sat,11,14,"2.23503460000029
"
4848,sat,13,19,"3.5182263999995484
"
4849,sat,12,18,"2.224210200000016
"
4850,sat,11,11,"2.2038470999996207
"
4851,sat,9,11,"2.1745824000008724
"
4852,sat,9,10,"1.935015700000804
"
4853,sat,12,15,"2.600480000000971
"
4854,sat,9,11,"2.1135551999996096
"
4855,sat,9,11,"2.1886524999990797
"
4856,sat,11,10,"2.0673765999999887
"
4857,sat,12,13,"4.089545999999245
"
4858,sat,12,18,"2.8528659000003245
"
4859,sat,12,14,"1.9604848999988462
"
4860,sat,11,11,"2.0109327000009216
"
4861,sat,12,18,"2.7618906999996398
"
4862,sat,12,14,"2.1321685000002617
"
4863,sat,11,11,"2.002223800000138
"
4864,sat,11,12,"1.7481584999986808
"
4865,sat,11,12,"2.031894399999146
"
4866,sat,11,12,"2.0230388999989373
"
4867,sat,12,16,"2.302272599999924
"
4868,sat,11,15,"2.1758927999999287
"
4869,sat,11,11,"1.894723300001715
"
4870,sat,12,15,"2.3848295000007056
"
4871,sat,11,14,"2.143581300000733
"
4872,sat,11,12,"1.9640813000005437
"
4873,sat,12,19,"2.9281850999996095
"
4874,sat,11,12,"1.8061868000004324
"
4875,sat,12,15,"2.1634352000000945
"
4876,sat,11,13,"1.9149013000005652
"
4877,sat,11,14,"2.045252600000822
"
4878,sat,13,19,"3.567047200000161
"
4879,sat,12,17,"2.949220799999239
"
4880,sat,11,14,"2.0482018000002427
"
4881,sat,11,12,"2.1999934000014036
"
4882,sat,11,13,"2.211375799999587
"
4883,sat,12,15,"2.1271101999991515
"
4884,sat,13,19,"5.617509100000461
"
4885,sat,11,13,"1.9167852000009589
"
4886,sat,11,14,"2.0466517000004387
"
4887,sat,9,11,"2.182788399999481
"
4888,sat,12,19,"3.028840899998613
"
4889,sat,11,12,"2.19703379999919
"
4890,sat,12,15,"2.309141900001123
"
4891,sat,12,15,"2.385121400000571
"
4892,sat,11,13,"2.3582827000009274
"
4893,sat,11,13,"2.451331399999617
"
4894,sat,12,16,"2.4811071999993146
"
4895,sat,11,12,"1.687337800000023
"
4896,sat,11,13,"2.085404399998879
"
4897,sat,11,13,"2.062143699999069
"
4898,sat,12,17,"2.9215328999998746
"
4899,sat,12,16,"2.274277799999254
"
4900,sat,12,19,"4.801613699999507
"
4901,sat,12,19,"5.4679851999990206
"
4902,sat,12,17,"2.6782934999991994
"
4903,sat,11,14,"2.4244496999999683
"
4904,sat,11,13,"2.3928140999996685
"
4905,sat,11,14,"2.468915299999935
"
4906,sat,12,16,"2.698274599999422
"
4907,sat,11,14,"2.6302489999998215
"
4908,sat,12,18,"8.468541099999129
"
4909,sat,11,12,"2.510765099999844
"
4910,sat,12,15,"2.2789408000007825
"
4911,sat,11,13,"2.1424704999990354
"
4912,sat,11,13,"2.4911842999990768
"
4913,sat,9,11,"1.9148654999989958
"
4914,sat,11,14,"2.1696718000002875
"
4915,sat,11,12,"2.520400100000188
"
4916,sat,11,15,"2.5522448000010627
"
4917,sat,12,15,"2.509369400000651
"
4918,sat,12,15,"2.5738636999994924
"
4919,sat,12,19,"3.4820190999998886
"
4920,sat,12,14,"2.058787999998458
"
4921,sat,11,14,"1.9451057000005676
"
4922,sat,12,18,"2.5102469000012206
"
4923,sat,12,12,"3.6435949000006076
"
4924,sat,11,14,"2.622116599999572
"
4925,sat,11,12,"2.260677800000849
"
4926,sat,11,15,"2.5213762000003044
"
4927,sat,12,14,"2.025312699999631
"
4928,sat,12,14,"2.1455989999994927
"
4929,sat,12,14,"1.944899300000543
"
4930,sat,11,16,"2.1914023000008456
"
4931,sat,13,18,"2.432253799999671
"
4932,sat,12,15,"2.000533700000233
"
4933,sat,12,18,"2.477367299999969
"
4934,sat,13,18,"2.3913747999995394
"
4935,sat,12,18,"2.804735300000175
"
4936,sat,11,11,"1.7610191000003397
"
4937,sat,11,16,"2.405283899999631
"
4938,sat,12,14,"2.1210998999995354
"
4939,sat,11,14,"1.880202399999689
"
4940,sat,11,14,"2.1652240000003076
"
4941,sat,11,10,"2.001350900000034
"
4942,sat,12,18,"2.3279837999998563
"
4943,sat,11,16,"2.337175099999513
"
4944,sat,12,12,"2.0577776999998605
"
4945,sat,11,15,"2.3195971000004647
"
4946,sat,12,13,"2.440089399999124
"
4947,sat,12,19,"2.4379243000003044
"
4948,sat,12,18,"5.129577100000461
"
4949,sat,11,11,"1.9691507000006823
"
4950,sat,12,13,"2.1230080999994243
"
4951,sat,11,15,"2.054472199999509
"
4952,sat,12,13,"2.203757700001006
"
4953,sat,12,14,"1.9741216000002169
"
4954,sat,12,19,"2.7378390000012587
"
4955,sat,13,19,"2.463359199999104
"
4956,sat,11,13,"1.8781245000009221
"
4957,sat,12,16,"2.230542000001151
"
4958,sat,11,15,"2.181605600000694
"
4959,sat,12,17,"2.9002495000004274
"
4960,sat,11,13,"1.969342599999436
"
4961,sat,13,21,"2.7593651000006503
"
4962,sat,12,16,"2.017075100000511
"
4963,sat,13,19,"2.156883800000287
"
4964,sat,12,15,"2.170656099999178
"
4965,sat,13,19,"2.136151599999721
"
4966,sat,12,18,"2.5483867000002647
"
4967,sat,13,21,"3.860140599999795
"
4968,sat,12,20,"2.511994100001175
"
4969,sat,11,14,"2.1687345999998797
"
4970,sat,12,17,"2.413490200000524
"
4971,sat,13,20,"3.045917000001282
"
4972,sat,12,15,"2.033782999998948
"
4973,sat,11,15,"2.322407199999361
"
4974,sat,11,12,"1.7617078999992373
"
4975,sat,12,16,"1.968423599999369
"
4976,sat,11,15,"2.292846300000747
"
4977,sat,11,14,"1.8728225999984716
"
4978,sat,13,20,"3.1499873000011576
"
4979,sat,11,13,"1.9211355999996158
"
4980,sat,10,12,"2.040925799999968
"
4981,sat,10,13,"2.278699599999527
"
4982,sat,11,16,"2.1701637000005576
"
4983,sat,12,13,"2.097790800000439
"
4984,sat,12,14,"1.9237455000002228
"
4985,sat,12,15,"1.9805627000005188
"
4986,sat,11,15,"2.3923579000002064
"
4987,sat,12,16,"2.138850499999535
"
4988,sat,13,19,"2.526222400001643
"
4989,sat,11,13,"2.20166590000008
"
4990,sat,11,14,"2.246855500001402
"
4991,sat,12,15,"2.130348499998945
"
4992,sat,11,15,"3.2399079999995593
"
4993,sat,11,16,"3.676743500000157
"
4994,sat,12,19,"2.8267605000000913
"
4995,sat,12,16,"2.08814589999929
"
4996,sat,13,20,"2.247193100000004
"
4997,sat,13,19,"2.2600158999994164
"
4998,sat,13,19,"2.5427319000009447
"
4999,sat,12,19,"2.5720005000002857
"
5000,sat,13,20,"2.854308600000877
"
5001,sat,11,13,"2.1129200000013952
"
5002,sat,13,19,"2.8260942999986582
"
5003,sat,12,16,"2.1686414999985573
"
5004,sat,12,17,"2.36443700000018
"
5005,sat,13,21,"3.4255725999992137
"
5006,sat,12,17,"2.459017400000448
"
5007,sat,10,11,"1.7486809000001813
"
5008,sat,13,18,"2.277462899999591
"
5009,sat,7,6,"1.7785573999990447
"
5010,sat,7,7,"1.799707899999703
"
5011,sat,12,15,"2.1209381999997277
"
5012,sat,7,5,"1.7629906000001938
"
5013,sat,7,6,"1.8352382000011858
"
5014,sat,12,16,"2.0675741999984893
"
5015,sat,7,5,"2.155860799999573
"
5016,sat,7,6,"1.7799817999984953
"
5017,sat,6,5,"1.6697641000009753
"
5018,sat,12,14,"1.9530402000000322
"
5019,sat,13,18,"2.2593822999988333
"
5020,sat,12,15,"2.001641999999265
"
5021,sat,7,8,"1.7050500999976066
"
5022,sat,11,14,"1.9592162000008102
"
5023,sat,12,17,"2.5422036000018124
"
5024,sat,13,21,"3.3721388000012666
"
5025,sat,12,17,"2.463333600000624
"
5026,sat,12,16,"1.951482100001158
"
5027,sat,13,20,"2.7215813000002527
"
5028,sat,12,15,"2.3067006999990554
"
5029,sat,13,19,"2.3060511000003316
"
5030,sat,12,16,"2.065412199997809
"
5031,sat,13,20,"3.593102499999077
"
5032,sat,13,19,"2.7064410999992106
"
5033,sat,12,16,"2.057520899998053
"
5034,sat,13,20,"3.1653612999980396
"
5035,sat,11,11,"1.8408903000017744
"
5036,sat,11,12,"1.8415762000004179
"
5037,sat,12,14,"2.0974782000012056
"
5038,sat,13,18,"2.4292129000023124
"
5039,sat,12,15,"2.140805899998668
"
5040,sat,13,18,"2.083542500000476
"
5041,sat,13,19,"2.319028200003231
"
5042,sat,12,16,"2.252013299999817
"
5043,sat,10,12,"1.7798054000013508
"
5044,sat,11,12,"1.9376814999995986
"
5045,sat,11,13,"2.2862895999969624
"
5046,sat,12,17,"2.452349300001515
"
5047,sat,13,21,"4.2612498000016785
"
5048,sat,12,16,"2.1375262000001385
"
5049,sat,10,14,"1.8021625000001222
"
5050,sat,11,14,"1.9716340999984823
"
5051,sat,12,18,"2.3811205999991216
"
5052,sat,11,13,"2.0731102999998257
"
5053,sat,10,13,"1.8871996000016225
"
5054,sat,11,12,"1.8899968000005174
"
5055,sat,12,16,"2.2312278999997943
"
5056,sat,12,17,"2.205935699999827
"
5057,sat,12,15,"2.031893699997454
"
5058,sat,11,11,"1.7632564999985334
"
5059,sat,12,14,"1.8967821000005642
"
5060,sat,13,19,"2.7492597000018577
"
5061,sat,13,18,"2.632717099997535
"
5062,sat,11,12,"1.861679699999513
"
5063,sat,11,12,"1.7917531999992207
"
5064,sat,12,15,"2.239329899999575
"
5065,sat,11,13,"1.8541814000018348
"
5066,sat,12,17,"2.4668120999995153
"
5067,sat,9,8,"1.7519018999992113
"
5068,sat,10,13,"2.0378649000012956
"
5069,sat,11,12,"1.996030399997835
"
5070,sat,12,15,"2.1781088999996427
"
5071,sat,12,15,"1.9292636000027414
"
5072,sat,11,12,"1.812150499998097
"
5073,sat,9,8,"1.7866991000009875
"
5074,sat,11,12,"1.793889999997191
"
5075,sat,12,15,"1.8961717999991379
"
5076,sat,12,16,"2.1154311999998754
"
5077,sat,10,12,"1.8380754999998317
"
5078,sat,13,19,"2.3834676000005857
"
5079,sat,11,13,"2.7109044999997423
"
5080,sat,12,16,"3.51161460000003
"
5081,sat,12,16,"2.1665190999992774
"
5082,sat,12,15,"1.912347099998442
"
5083,sat,11,13,"1.7457963999986532
"
5084,sat,12,16,"2.4194004999990284
"
5085,sat,12,17,"2.618709400001535
"
5086,sat,9,11,"1.7549238999999943
"
5087,sat,12,17,"3.5363423000017065
"
5088,sat,13,20,"2.5214086000014504
"
5089,sat,9,11,"1.7188427000000956
"
5090,sat,9,10,"1.7876666999982262
"
5091,sat,12,17,"4.163869600000908
"
5092,sat,12,16,"2.285406899998634
"
5093,sat,12,17,"2.331456200001412
"
5094,sat,12,16,"2.162780599999678
"
5095,sat,12,16,"2.0396643999993103
"
5096,sat,12,16,"2.1975908999993408
"
5097,sat,12,16,"2.169872700000269
"
5098,sat,9,10,"1.7145830000008573
"
5099,sat,12,17,"2.3142234000006283
"
5100,sat,9,9,"1.881684399999358
"
5101,sat,9,9,"1.6977090999971551
"
5102,sat,12,15,"1.9748216000007233
"
5103,sat,9,11,"1.9278018000004522
"
5104,sat,12,15,"1.965141799999401
"
5105,sat,9,11,"1.8960360000019136
"
5106,sat,12,16,"1.9924097000002803
"
5107,sat,12,15,"2.5107387999996718
"
5108,sat,12,16,"2.098805199999333
"
5109,sat,13,20,"3.04604819999804
"
5110,sat,12,17,"2.2116844000011042
"
5111,sat,12,15,"2.1876372000006086
"
5112,sat,12,16,"2.170880399997259
"
5113,sat,12,17,"2.383007800002815
"
