graphs_name,embeddability,embeddability_bool
MpE?Q???G[cMDGOo_,embeddable,sat
MpE?Q???GwcM@gOo_,embeddable,sat
MpE?Q?A@@BbA@gOP_,embeddable,sat
MpE?Q?C?_FeABGOP_,embeddable,sat
MpE?Y???HBbA@gOP_,9-grid embeddable,sat
MpEA??FKQC@c?UAB_,13-grid embeddable,sat
MpEA??FSPC@c?UAB_,13-grid embeddable,sat
MpEA??bDQC@c?UAB_,unembeddable,unsat
MpEA?@BDPC@c?UAB_,embeddable,sat
MpEA?GG?@cg[@SAK_,embeddable,sat
MpEA?OBGWLB?@BOD_,unembeddable,unsat
MpEA?OC??kg[GKAS_,13-grid embeddable,sat
MpEA?OFGQCb?@H?F_,unembeddable,unsat
MpG?G_G_?H_YTQQh?,13-grid embeddable,sat
MpG?GgISAOO?@R?l?,5-grid embeddable,sat
MpG?OcKPA_O?@J?t?,9-grid embeddable,sat
MpG?OgKOa_O?@J?t?,13-grid embeddable,sat
MpGGgOOOIAO?@b?\?,5-grid embeddable,sat
MpGOO@?COD_gQX`b?,minimally unembeddable,unsat
MpGOWOPOA?o?@b?\?,13-grid embeddable,sat
MpGOW_GOQ@O??r@L?,7-grid embeddable,sat
MpGOW_GOQ@O??t@J?,5-grid embeddable,sat
MpGOW_HOA?o?@J?t?,5-grid embeddable,sat
MpGOgOGOIAO?@T?j?,5-grid embeddable,sat
MpGOgOGOQ@O?@T?j?,5-grid embeddable,sat
MpGOgOHOA?o?@J?t?,5-grid embeddable,sat
MpI??dGAa_?_@F?x?,7-grid embeddable,sat
MpI?O`@Aa_?_@F?x?,5-grid embeddable,sat
MpI?O`AAQ_?_@F?x?,5-grid embeddable,sat
MpI?Od?AI_?_@F?x?,5-grid embeddable,sat
MpK??WQPACO?@L?r?,9-grid embeddable,sat
MpK??WQPACO?@R?l?,5-grid embeddable,sat
MpK?GCHPA_O??r@L?,9-grid embeddable,sat
MpK?GCKOQ_O??r@L?,5-grid embeddable,sat
MpK?GOQPAAO??j@T?,5-grid embeddable,sat
MpK?GSOPA@O?@b?\?,5-grid embeddable,sat
MpK?GgIOA?o?@R?l?,5-grid embeddable,sat
MpK?GgIOA?o?@b?\?,5-grid embeddable,sat
MpLQ?CA@GQO??R?L_,5-grid embeddable,sat
MpM??DOAQC?_@F?x?,13-grid embeddable,sat
MpM??d?AIC?_@F?x?,5-grid embeddable,sat
MpM??d?Aa@?_@F?x?,9-grid embeddable,sat
MpM??dG?a?__@F?x?,5-grid embeddable,sat
MpM?O@@CQC?_@F?x?,5-grid embeddable,sat
MpM?O`A?Q?__@F?x?,5-grid embeddable,sat
MpO???b`_YbOOWD@_,9-grid embeddable,sat
MpO???b`aSBI@WDA_,minimally unembeddable,unsat
MpO???d_qTBG@cD@_,minimally unembeddable,unsat
MpO???mPOqOO?rDD?,minimally unembeddable,unsat
MpO???mPOqOO?tDB?,13-grid embeddable,sat
MpO???m`OqGO?rDD?,13-grid embeddable,sat
MpO???m`OqGO?tDB?,embeddable,sat
MpO???r`ag?hAcAP_,minimally unembeddable,unsat
MpO??@MHOqOO?tDB?,minimally unembeddable,unsat
MpO??ABIQcB_@X@e?,unembeddable,unsat
MpO??ABS`Q@p@WDC_,embeddable,sat
MpO??ABS`Q@s@QDC_,minimally unembeddable,unsat
MpO??ABS`QBc@c@Q_,unembeddable,unsat
MpO??ADP_UD`CcCW_,unembeddable,unsat
MpO??ADP_ee_A`AW_,unembeddable,unsat
MpO??ADP`QBO?uDH?,minimally unembeddable,unsat
MpO??AEQ_fDG@PDC_,embeddable,sat
MpO??A`AqcBa@a@W_,embeddable,sat
MpO??B@BPSAY@aDG_,unembeddable,unsat
MpO?GB@GoYA`AcCH_,5-grid embeddable,sat
MpO?GSWHA_O??r@L?,7-grid embeddable,sat
MpO?GWIKA_O??j@T?,9-grid embeddable,sat
MpO?GWWGa_O??V@h?,5-grid embeddable,sat
MpO?G_G@@HbIo_?w_,5-grid embeddable,sat
MpO?G_G@@Paio_?w_,embeddable,sat
MpO?G_G@@``io_?w_,embeddable,sat
MpO?G_G_?H_YTQIh?,13-grid embeddable,sat
MpO?I?G_?I_UKpFI?,unembeddable,unsat
MpO?OcKHA_O?@J?t?,7-grid embeddable,sat
MpO?OcWHAGO?@J?t?,5-grid embeddable,sat
MpO?OgIHA_O??N@p?,9-grid embeddable,sat
MpO?OgKGa_O??N@p?,7-grid embeddable,sat
MpO?OgKGa_O?@J?t?,9-grid embeddable,sat
MpO?OgWGaGO?@J?t?,5-grid embeddable,sat
MpO?W_WHAAO??N@p?,9-grid embeddable,sat
MpO?_OC@ApOqGS?w_,embeddable,sat
MpO?_WIHA_O??N@p?,7-grid embeddable,sat
MpOG_?h`AAAP?{@F?,minimally unembeddable,unsat
MpOS??JKOJH??d@B_,unembeddable,unsat
MpQ??@QDOU`_GP?h_,embeddable,sat
MpQ??COAAdDI@o@K_,13-grid embeddable,sat
MpQ??OACAcc[BO@K_,25-grid embeddable,sat
MpQ??_G?_YeE@gOo_,13-grid embeddable,sat
MpQ??_G?_[eE@WOo_,13-grid embeddable,sat
MpQ??_G?_idE@gOo_,49-grid embeddable,sat
MpQ??_G?_kdE@WOo_,13-grid embeddable,sat
MpQ??_G?_wcU@WOo_,25-grid embeddable,sat
MpQ??cgAa_?_@F?x?,9-grid embeddable,sat
MpQ??cgEAC?_@F?x?,5-grid embeddable,sat
MpQ?O_aAQ_?_@F?x?,5-grid embeddable,sat
MpQ?Oc_AI_?_@F?x?,5-grid embeddable,sat
MpQ?Oc_EA@?_@F?x?,5-grid embeddable,sat
MpQ?P@OAOc?_@F?x?,5-grid embeddable,sat
MpQ?PDOA?___@F?x?,5-grid embeddable,sat
MpQ?o?`AQ_?_@F?x?,5-grid embeddable,sat
MpS??SQHAGO??j@T?,13-grid embeddable,sat
MpS??SSGaGO??f@X?,9-grid embeddable,sat
MpS??WQHACO?@L?r?,13-grid embeddable,sat
MpS??WQHACO?@R?l?,9-grid embeddable,sat
MpS??WQP@CO?@L?r?,embeddable,sat
MpS??WQP@CO?@R?l?,7-grid embeddable,sat
MpS??cIHAGO??j@T?,5-grid embeddable,sat
MpS??cKGaGO??f@X?,5-grid embeddable,sat
MpS?GCWHAAO??x@F?,9-grid embeddable,sat
MpS?GSOHA@O?@F?x?,7-grid embeddable,sat
MpS?GSOHA@O?@b?\?,9-grid embeddable,sat
MpS?GSSGA?o?@b?\?,5-grid embeddable,sat
MpS?G_IHAAO??N@p?,9-grid embeddable,sat
MpS?G_IHAAO??j@T?,7-grid embeddable,sat
MpS?GgIGA?o?@R?l?,5-grid embeddable,sat
MpSAGI???L`KKC?T_,embeddable,sat
MpT@?gI@?Co??X?F_,11-grid embeddable,sat
MpU???@?aDeWBC@W_,5-grid embeddable,sat
MpU??C??GYcUDGOo_,minimally unembeddable,unsat
MpU??CoAQC?_@F?x?,9-grid embeddable,sat
MpU??SOGa@?_@F?x?,13-grid embeddable,sat
MpU??c_AIC?_@F?x?,13-grid embeddable,sat
MpU??c_Aa@?_@F?x?,9-grid embeddable,sat
MpU?@D?A_`?_@F?x?,5-grid embeddable,sat
MpU?@DG?____@F?x?,5-grid embeddable,sat
MpU?OC_CQ@?_@F?x?,9-grid embeddable,sat
MpU?OCo?Q?__@F?x?,9-grid embeddable,sat
MpU?O_a?Q?__@F?x?,13-grid embeddable,sat
MpU?P@@?____@F?x?,9-grid embeddable,sat
MpU?PD??G___@F?x?,9-grid embeddable,sat
MpU?o?`?Q?__@F?x?,5-grid embeddable,sat
Mp_GGCPO?BgoAEK@_,embeddable,sat
Mp_Ga?C?`B`QDGOP_,9-grid embeddable,sat
Mp_Ga?C?`B`aCgOP_,embeddable,sat
Mp_Q?OC??kg[GKAS_,21-grid embeddable,sat
Mp`??@QDOU`_GP?h_,minimally unembeddable,unsat
Mq????iFGeCgQP`a?,unembeddable,unsat
Mq??GQMCp_`GP@GB_,embeddable,sat
Mq??OJKCp_`O@PGB_,embeddable,sat
Mq?G?Cy`QO?XDCGB_,unembeddable,unsat
Mq?GG?RA@I?JodMK?,unembeddable,unsat
Mq?GO_CGAHbQgO?w_,embeddable,sat
Mq?G_GGGA``qgO?w_,embeddable,sat
Mq?G_GGGC[EIOK?w_,13-grid embeddable,sat
Mq?G_GGGC[IIGK?w_,embeddable,sat
Mq?G_GGGDIBQOK?w_,embeddable,sat
Mq?G_GGGEIBQGK?w_,5-grid embeddable,sat
Mq?G_OCG@HbQoO?w_,5-grid embeddable,sat
Mq?G_OCGAHbQgO?w_,embeddable,sat
Mq?G_OCGDKBIOK?w_,embeddable,sat
Mq?G_OCGEHBIGc?w_,embeddable,sat
Mq?G`?Xo@C?p@TAM?,13-grid embeddable,sat
Mq?G`@?_?idoAK?w_,embeddable,sat
Mq?G`@?_?wcs?[Ao_,9-grid embeddable,sat
Mq?G`@?_?wdW@W?k_,embeddable,sat
Mq?H?_G@?koMQGGo_,13-grid embeddable,sat
Mq?H?_G@CIaUQGGo_,13-grid embeddable,sat
Mq?H?_JgA_?p@TAM?,unembeddable,unsat
Mq?H?`?_?idoAK?w_,embeddable,sat
Mq?H?`?_?wcs?[Ao_,embeddable,sat
Mq?H?`?_?wdW@W?k_,embeddable,sat
Mq?H?a?O@IasAKAo_,9-grid embeddable,sat
Mq?H?a?O@KakAKAo_,embeddable,sat
Mq?H?a?O@QbS@c@W_,5-grid embeddable,sat
Mq?H?a?O@SbK@S@g_,embeddable,sat
Mq?H?bGGOc?p@TAM?,minimally unembeddable,unsat
Mq?K?@DM?FcGB@C`_,unembeddable,unsat
Mq?]?O_??a_UBDGY?,unembeddable,unsat
MqC??Sc??C_mMEpa?,unembeddable,unsat
MqC?OG`??D_iMDpa?,9-grid embeddable,sat
MqCG?C`??C_mMEpa?,minimally unembeddable,unsat
MqCGH?@?_ed_oG?L_,21-grid embeddable,sat
MqCHIA???L`KKC?T_,embeddable,sat
MqCHIA???X_[KC?T_,embeddable,sat
MqC_??bDQBOQA`BA_,embeddable,sat
MqC_??bEQBOQ@`BA_,embeddable,sat
MqC_?@BIcA@JDA@g_,minimally unembeddable,unsat
MqC_?@Bg_a_hAgB@_,embeddable,sat
MqC_?@EBT?AH?xAe?,unembeddable,unsat
MqC_?@F__ccHAPBC_,minimally unembeddable,unsat
MqC_?AIPOcCHAX@e?,minimally unembeddable,unsat
MqC_?A`DaA?ZAgBA_,unembeddable,unsat
MqC_?CUaPO?iOB?i_,minimally unembeddable,unsat
MqC_?DDI_g?X_BAK_,unembeddable,unsat
MqC_?EIDPQG@@D?h_,13-grid embeddable,sat
MqC_GO??HIg[E__K_,embeddable,sat
MqC_GO??HQg[D__K_,embeddable,sat
MqC_GO??I`ck_cAo_,13-grid embeddable,sat
MqC_GO??Icck_KAo_,embeddable,sat
MqC_GO??MAasGKAo_,13-grid embeddable,sat
MqC_GOcOcA@MCI?e_,unembeddable,unsat
MqC_OG??H`oYPOAg_,13-grid embeddable,sat
MqC_OGFgAA@PCK?F_,unembeddable,unsat
MqC_OIAOOJ@QCIGD_,minimally unembeddable,unsat
MqCaC?KAWaCQ@I?b_,embeddable,sat
MqCaGQ???X_[KC?T_,embeddable,sat
MqCa`Q?@?O_c?X?e_,13-grid embeddable,sat
MqCe@OO@?O_c?X?e_,9-grid embeddable,sat
MqCi?E???L`KKC?T_,9-grid embeddable,sat
MqCi?E???T_kKC?T_,embeddable,sat
MqCpAA?A?H`Q?p?Y_,embeddable,sat
MqCpAA?A?I`Q?h?Y_,embeddable,sat
MqCq@A?A?H`K?e?p_,embeddable,sat
MqCq@A?A?H`Q?p?Y_,5-grid embeddable,sat
MqCq@A?A?H`S?U?p_,embeddable,sat
MqCs@@?A?H`Q?p?Y_,5-grid embeddable,sat
MqD@GQ???X_[KC?T_,embeddable,sat
MqE@??RB@CGH@[AF?,unembeddable,unsat
MqE@?O??Hcg[BO@K_,13-grid embeddable,sat
MqE@?O??Icc[BO@K_,embeddable,sat
MqEa?CG??a`E@dGY?,embeddable,sat
MqG???d`aQBO?uDH?,minimally unembeddable,unsat
MqG???r`Qg?qAQA`_,unembeddable,unsat
MqG???r`ag?hAcAP_,embeddable,sat
MqG??@JHOkoOCPB@_,5-grid embeddable,sat
MqG??ABIQcB_@X@e?,minimally unembeddable,unsat
MqG??ABP`IBcAcCQ_,unembeddable,unsat
MqG??ABP`g@kAcCQ_,embeddable,sat
MqG??ABS`QBc@c@Q_,unembeddable,unsat
MqG??ADIOfB_@`Oc_,unembeddable,unsat
MqG??ADOo[BHGcDG_,unembeddable,unsat
MqG??ADP_UeGC`BG_,unembeddable,unsat
MqG??ADP`QBO?uDH?,minimally unembeddable,unsat
MqG??ADP`SBG?tDI?,minimally unembeddable,unsat
MqG??AEAqcBaGQ@W_,unembeddable,unsat
MqG??A`AqcBa@a@W_,embeddable,sat
MqG??AaOo[BH@SDG_,embeddable,sat
MqG?GGGC@IwSCcAW_,5-grid embeddable,sat
MqG?GGGC@KwSCSAW_,embeddable,sat
MqG?GSWHA_O??r@L?,13-grid embeddable,sat
MqG?GWWGa_O??V@h?,5-grid embeddable,sat
MqG?G_G@?{O[OKGS_,embeddable,sat
MqG?GcKKAOO??r@L?,9-grid embeddable,sat
MqG?GcKS@OO??r@L?,5-grid embeddable,sat
MqG?OcKHA_O?@J?t?,9-grid embeddable,sat
MqG?OgIHA_O??N@p?,5-grid embeddable,sat
MqG?_WIHA_O??N@p?,5-grid embeddable,sat
MqGG_?L_`AI@?{@F?,unembeddable,unsat
MqGG_?bPOKb??X_B_,unembeddable,unsat
MqGG_SSO@?o??Z@d?,5-grid embeddable,sat
MqGG_WQO@?o??Z@d?,5-grid embeddable,sat
MqGGgOOGIAO?@b?\?,9-grid embeddable,sat
MqGGgOPO@?o??Z@d?,minimally unembeddable,unsat
MqGO??dEe??]AQ@a_,minimally unembeddable,unsat
MqGO??hDe??]@QAa_,minimally unembeddable,unsat
MqGO?@Pg_E_hAgB@_,unembeddable,unsat
MqGO?ABDQCCRAWBA_,13-grid embeddable,sat
MqGO?ADEaA?Z@gIA_,unembeddable,unsat
MqGO?ADEaA?]@aIA_,unembeddable,unsat
MqGO?ADEaACP@hAU?,minimally unembeddable,unsat
MqGO?BBGOc`P@SB@_,minimally unembeddable,unsat
MqGO?CN_QCC`EC?F_,minimally unembeddable,unsat
MqGO?CN_QCD@DC?F_,unembeddable,unsat
MqGO?EDE`QG@@H?d_,minimally unembeddable,unsat
MqGO?FAHOq@@@D?h_,unembeddable,unsat
MqGOGO@?_]SASG?L_,5-grid embeddable,sat
MqGOGO@?eEDADG?L_,embeddable,sat
MqGOGOA?T@IA@UAh?,embeddable,sat
MqGOGOFEAACP_K?F_,unembeddable,unsat
MqGOGOJDAACP_K?F_,unembeddable,unsat
MqGOO@?COD_gIX`b?,13-grid embeddable,sat
MqGOO@?COE_cIX`b?,unembeddable,unsat
MqGOO@@C?D_gIT`b?,13-grid embeddable,sat
MqGOOG??HIbQoG?w_,unembeddable,unsat
MqGOOG??HQaqoG?w_,5-grid embeddable,sat
MqGOOG??IROsGSCc_,17-grid embeddable,sat
MqGOOG??KJHSGSCc_,embeddable,sat
MqGOOG??LBIS@SAc_,embeddable,sat
MqGOOG@?_]SASG?L_,embeddable,sat
MqGOOG@?cMIAIG?L_,embeddable,sat
MqGOOG@?eECaEG?L_,embeddable,sat
MqGOOGA?T@IA@YAd?,embeddable,sat
MqGOW_GOHAO?@J?t?,9-grid embeddable,sat
MqGOW_GOHAO?@L?r?,9-grid embeddable,sat
MqGPGp?_?P?a?T?i_,5-grid embeddable,sat
MqGPGq?O?P?a?T?i_,13-grid embeddable,sat
MqGPOh?_?H@A?T?i_,5-grid embeddable,sat
MqGPOi?O?H@A?T?i_,5-grid embeddable,sat
MqGQSG_C?O_c?U?h_,13-grid embeddable,sat
MqGQ`Q?@?O_c?X?e_,7-grid embeddable,sat
MqGTA_CAGG@@?R?k_,7-grid embeddable,sat
MqGU?W_CGG@@?[?b_,9-grid embeddable,sat
MqGW?CA?T@IA@UAh?,embeddable,sat
MqGa?oSA_KO??R?L_,unembeddable,unsat
MqI???jDQA@`Cc?b_,embeddable,sat
MqI??CGCAdDI@o@K_,5-grid embeddable,sat
MqI??cgAa_?_@F?x?,5-grid embeddable,sat
MqI??cgEAC?_@F?x?,9-grid embeddable,sat
MqI?O_`Aa_?_@F?x?,9-grid embeddable,sat
MqI?O_`EAC?_@F?x?,9-grid embeddable,sat
MqI?P@OA_a?_@F?x?,9-grid embeddable,sat
MqI?_OD@_d@IGIOD_,minimally unembeddable,unsat
MqI?_OFOPCb?@H?F_,unembeddable,unsat
MqI?_OaOWc@H@K@B_,13-grid embeddable,sat
MqI?o?`AQ_?_@F?x?,5-grid embeddable,sat
MqI?q?_CGQ?_@F?x?,9-grid embeddable,sat
MqI?q?`A?___@F?x?,21-grid embeddable,sat
MqK?GCHHA_O??r@L?,13-grid embeddable,sat
MqK?GCKGQ_O??r@L?,9-grid embeddable,sat
MqK?GgIGA?o?@R?l?,5-grid embeddable,sat
MqKaG_BA?Go??X?F_,9-grid embeddable,sat
MqKaG_D?_Oo??X?F_,5-grid embeddable,sat
MqL@?oE?_Go??X?F_,13-grid embeddable,sat
MqM???A?QeDE@g@S_,embeddable,sat
MqM??C??GYasOKGo_,embeddable,sat
MqM??CWOPC?_@F?x?,9-grid embeddable,sat
MqM?O?`CQC?_@F?x?,5-grid embeddable,sat
MqM?P@O?_A__@F?x?,7-grid embeddable,sat
MqM?q?_?GA__@F?x?,9-grid embeddable,sat
MqOs?CG??a`E@dGY?,9-grid embeddable,sat
MqQ???TB`CCHCiAT?,13-grid embeddable,sat
MqQ?GO_C?XcICg?p_,13-grid embeddable,sat
MqQ?GO_C?XcKCc?p_,5-grid embeddable,sat
MqQ?gW_G?`@A?Y?d_,5-grid embeddable,sat
MqQ@?GGC@EAL@cAK_,embeddable,sat
MqQ@?OCC@EAL@KAc_,embeddable,sat
MqQ@Og_AGGA@?[?b_,5-grid embeddable,sat
MqS@GI???L`KKC?T_,embeddable,sat
MqS`?WQ@?Co??X?F_,5-grid embeddable,sat
MqS`G_BA?Go??X?F_,5-grid embeddable,sat
Mq_Gi?_??LcKEC?T_,13-grid embeddable,sat
Mq_Gi?_?@D_kEC?T_,embeddable,sat
Mq_Gi?_?@H_[EC?T_,13-grid embeddable,sat
Mq_P??TGoWgO?XAB_,unembeddable,unsat
Mq_P??TOoWcO?XAB_,unembeddable,unsat
Mq_P??TOpG@S?UAB_,unembeddable,unsat
Mq_P??XHQE@C?b@D_,unembeddable,unsat
Mq_P??XO`G?Y@RAM?,unembeddable,unsat
Mq_P??p@oWgO?XAB_,unembeddable,unsat
Mq_P??pO_W?Y@RAM?,minimally unembeddable,unsat
Mq_P?@BB?aCP@[AF?,unembeddable,unsat
Mq_P?@BHOc@c?UAB_,unembeddable,unsat
Mq_P?@P@oSc_?XAB_,embeddable,sat
Mq_P?@P@oWcO?XAB_,embeddable,sat
Mq_P?@PA`G?Y@RAM?,unembeddable,unsat
Mq___?RB@CGH@[AF?,unembeddable,unsat
Mq`???YHP_@H@b?{?,minimally unembeddable,unsat
Mq`?GO_C?XcICg?p_,embeddable,sat
Mq`?GO_C?XcKCc?p_,embeddable,sat
Mq`@?GOA@EAFAc@W_,5-grid embeddable,sat
Ms???@KIiEBGHPDa?,unembeddable,unsat
Ms???@KOpSBGHOD_?,minimally unembeddable,unsat
Ms???@KOxSBHD_HO_,unembeddable,unsat
Ms???@KOxSChD_EO_,unembeddable,unsat
Ms???CSOiWCgEOI_?,5-grid embeddable,sat
Ms???KOGiPGgE_J??,5-grid embeddable,sat
Ms???KOOhHHGI_F??,5-grid embeddable,sat
Ms???KQO_occIOR??,5-grid embeddable,sat
Ms???KQO_odCHOR??,5-grid embeddable,sat
Ms???KQO_pDAHOR??,5-grid embeddable,sat
Ms???KQOgoC`IOR??,5-grid embeddable,sat
Ms???KQOgoD@HOR??,5-grid embeddable,sat
Ms???LAIGoC`CoR??,5-grid embeddable,sat
Ms??GOdCpOB@PHOe?,unembeddable,unsat
Ms??GPMCQAd?CdHB?,embeddable,sat
Ms??GSOOhBA_I@R??,7-grid embeddable,sat
Ms??G[OCHOCPQCPG?,5-grid embeddable,sat
Ms??G[OGGoC`OcQG?,5-grid embeddable,sat
Ms??G[_CIOG`CcIG?,7-grid embeddable,sat
Ms??OGRHOoG`OhIE?,unembeddable,unsat
Ms??OGbDQOG`ChIE?,unembeddable,unsat
Ms??OH?GgbH_D_IO?,5-grid embeddable,sat
Ms??OHGP?ccKEOH_?,5-grid embeddable,sat
Ms??OLGDIGD?CPGa?,5-grid embeddable,sat
Ms??OLGPGoC_C`GQ?,5-grid embeddable,sat
Ms?@IOGGIGA?CNBp?,13-grid embeddable,sat
Ms?@OgG@A?HeGeCY_,5-grid embeddable,sat
Ms?G??iQYKCgCaCP_,unembeddable,unsat
Ms?G??mOoicGC`Q@_,unembeddable,unsat
Ms?G?@BD_rH_GPGc_,unembeddable,unsat
Ms?G?@BHOrH_C`Gc_,unembeddable,unsat
Ms?G?@BI_kHcGSCQ_,unembeddable,unsat
Ms?G?@BI`IAsCQQC_,unembeddable,unsat
Ms?G?@BI`IHcCcCQ_,unembeddable,unsat
Ms?G?@BI`JAoCPQC_,5-grid embeddable,sat
Ms?G?DCQ@DAID_IO?,7-grid embeddable,sat
Ms?GHCWO?dgAB@GP_,13-grid embeddable,sat
Ms?GHCWO?kgAAHGP_,embeddable,sat
Ms?GO__O@UGk?kDC_,13-grid embeddable,sat
Ms?GO`?G?TgkHCCo_,minimally unembeddable,unsat
Ms?GO`?G@UGkDC?k_,embeddable,sat
Ms?GO`?G@Wgk?kCo_,embeddable,sat
Ms?GP?OO?TgkDCGo_,9-grid embeddable,sat
Ms?GP?OO?wgk?kGo_,minimally unembeddable,unsat
Ms?GQ?OG?TgkHCCo_,embeddable,sat
Ms?GhP??AWaKGc?L_,embeddable,sat
Ms?HA?[Q`IAC?d?R_,13-grid embeddable,sat
Ms?HA?h@oggOCBAH_,unembeddable,unsat
Ms?HA@IHOW?XCKCB_,unembeddable,unsat
Ms?HACGGIGA?CNBp?,13-grid embeddable,sat
Ms?HGp??AEacIC?L_,13-grid embeddable,sat
Ms?HGp??AQaaGg?L_,embeddable,sat
Ms?HGp??AQacGc?L_,embeddable,sat
Ms?HGp??AWaKGc?L_,embeddable,sat
Ms?I??jDQAaOB@GB_,unembeddable,unsat
Ms?I?@JDPAaOB@GB_,embeddable,sat
Ms?I@?QCPPHB@g@S_,unembeddable,unsat
Ms?I@?h@oggOCBAH_,unembeddable,unsat
Ms?I@@IHOW?XCKCB_,unembeddable,unsat
Ms?OX@?A?`hAHP?y?,13-grid embeddable,sat
Ms?OX@?A?bGEHDAq?,embeddable,sat
Ms?OY?_A?``IHHOq?,minimally unembeddable,unsat
Ms?OY?_A?``IHPOi?,embeddable,sat
Ms?OY?_A@@`IDHOq?,embeddable,sat
Ms?OY?_A@BGEDDAq?,embeddable,sat
Ms?XA?G?@IhQCK?w_,5-grid embeddable,sat
Ms?XA?G?@PgqCS?w_,9-grid embeddable,sat
Ms?XQ?@?AQaSHC?L_,5-grid embeddable,sat
Ms?Y@?G?@IhQCK?w_,minimally unembeddable,unsat
Ms?Y@?G?@PgqCS?w_,21-grid embeddable,sat
Ms?YP?@??edAPG?L_,embeddable,sat
Ms?_Q?[IQKAC?T?b_,embeddable,sat
Ms?a?O[@qSAC?TGB_,minimally unembeddable,unsat
Ms?gq?@?AQaSHC?L_,embeddable,sat
Ms?i?OO??Xg[CcGS_,13-grid embeddable,sat
Ms@G`CG?@QaaOg?L_,embeddable,sat
Ms@H?cG??qgaGg?L_,13-grid embeddable,sat
Ms@H?cG??wgIGg?L_,9-grid embeddable,sat
Ms@H?cG??wgKGc?L_,embeddable,sat
Ms@HO_@?@EbAPG?L_,13-grid embeddable,sat
MsC?Y?_@@@aK@TQa?,21-grid embeddable,sat
MsC?Y?_@@@gKDDAq?,embeddable,sat
MsC@I?G@ABCIED@i?,13-grid embeddable,sat
MsCI?G_??Xg[CcGS_,21-grid embeddable,sat
